model,kr-vs-k-three_vs_eleven,kr-vs-k-zero-one_vs_draw,kr-vs-k-one_vs_fifteen,kr-vs-k-zero_vs_fifteen,poker-8-9_vs_5,abalone-20_vs_8-9-10,shuttle-c0-vs-c4,car-vgood,car-good,abalone-19_vs_10-11-12-13,winequality-red-4,poker-8-9_vs_6,yeast6,yeast5,yeast4,yeast3,yeast1,winequality-white-3-9_vs_5,poker-8_vs_6,kr-vs-k-zero_vs_eight,flare-F,yeast-0-2-5-7-9_vs_3-6-8,yeast-0-2-5-6_vs_3-7-8-9,vowel0,yeast-1-2-8-9_vs_7,winequality-white-3_vs_7,winequality-red-8_vs_6-7,vehicle3,vehicle2,vehicle1,vehicle0,pimaImb,abalone9-18,yeast-1-4-5-8_vs_7,winequality-red-3_vs_5,wisconsinImb,winequality-red-8_vs_6,abalone-21_vs_8,yeast-0-5-6-7-9_vs_4,yeast-2_vs_4,yeast-0-3-5-9_vs_7-8,abalone-3_vs_11,yeast-2_vs_8,page-blocks-1-3_vs_4,yeast-1_vs_7,led7digit-0-2-4-5-6-7-8-9_vs_1,dermatology-6,ecoli4,ecoli3,ecoli2,ecoli1,ecoli-0-1-4-7_vs_2-3-5-6,ecoli-0-1-4-7_vs_5-6,habermanImb,ecoli-0-1-3-7_vs_2-6,ecoli-0-1-4-6_vs_5,ecoli-0-3-4-7_vs_5-6,poker-9_vs_7,ecoli-0-1_vs_2-3-5,ecoli-0-1_vs_5,shuttle-6_vs_2-3,ecoli-0-2-6-7_vs_3-5,ecoli-0-6-7_vs_3-5,ecoli-0_vs_1,ecoli-0-6-7_vs_5,new-thyroid2,new-thyroid1,glass6,glass5,glass4,glass2,glass1,glass0,glass-0-1-2-3_vs_4-5-6,glass-0-1-4-6_vs_2,ecoli-0-3-4-6_vs_5,ecoli-0-4-6_vs_5,ecoli-0-2-3-4_vs_5,ecoli-0-3-4_vs_5,glass-0-1-6_vs_2,glass-0-1-6_vs_5,cleveland-0_vs_4,glass-0-1-5_vs_2,winequality-white-9_vs_4,iris0,lymphography-normal-fibrosis,shuttle-c2-vs-c4,glass-0-6_vs_5,zoo-3,glass-0-4_vs_5,Average
LOF,0.552477834938704,0.6295681063122924,0.6469668484634141,0.7942461462369137,0.8397865853658536,0.8851190476190476,0.5438167441102144,0.5868348756506652,0.5124340617935192,0.6775786163522013,0.5348192631943642,0.7777825342465753,0.5195365462837421,0.5483878968253968,0.5943548387096774,0.5162069718361109,0.5436661462147485,0.7264163090128756,0.6415305584826133,0.6856395566072985,0.6835179059398822,0.5450031470732218,0.5003933841527379,0.7906801299907149,0.6570600272851296,0.7786754261363635,0.5474946695095948,0.5787962606351318,0.544843614049549,0.5363541295579126,0.5427478315876549,0.5079672897196261,0.8090524115932465,0.5287735849056604,0.549172794117647,0.6422387729518473,0.569047619047619,0.9054786273329319,0.6308246073298429,0.6295148247978437,0.5043269230769231,0.5167095115681234,0.577489837398374,0.5302176696542894,0.593201754385965,0.5968700265251989,0.5858796296296296,0.5042162698412698,0.5654761904761905,0.592779628236811,0.61423932842322,0.6457852706299911,0.6693877551020408,0.674001736111111,0.7415525114155251,0.5420673076923077,0.6832432432432433,0.8042328042328042,0.6258971291866029,0.5699573863636364,0.9943181818181819,0.7283950617283951,0.5786764705882352,0.5718732314657612,0.6640625,0.7743055555555556,0.6812996031746031,0.5511163337250293,0.6537456445993032,0.7118012422360249,0.5357838364167478,0.5684684684684685,0.6191770186335404,0.540267175572519,0.5247070809984717,0.5924831081081081,0.7487157534246576,0.5297413793103448,0.681423611111111,0.5481460985058108,0.9198355601233299,0.6890624999999999,0.5446650124069479,0.6211538461538462,0.5690625,0.9912280701754386,0.9595959595959596,0.9367088607594937,0.7236842105263157,0.8181818181818181,0.6438224905836406
