AUC,Classifier,Distribution,RandomForestClassifier,SVC,GaussianNB,LinearDiscriminantAnalysis,MLPClassifier,DecisionTreeClassifier,LogisticRegression,AdaBoostClassifier
0.5774332443983349,RandomForestClassifier,"[2138, 3106, 5241]",0.5774332443983349,0.5,0.5451268823983941,0.5703645385330988,0.5268731679482441,0.5373814912404243,0.5443574465263022,0.5636591675664215
0.5986859038520863,RandomForestClassifier,"[1865, 3916, 5241]",0.5986859038520863,0.5,0.5773198762481602,0.5920682535956259,0.5163121249445886,0.5365233035094363,0.5381035533203055,0.5822814437925452
0.5520553280453913,GaussianNB,"[3347, 3404, 5241]",0.54593234675158,0.5,0.5520553280453913,0.5374035758795281,0.5157282645713649,0.5194680237357712,0.5249264782710719,0.5331091764275834
0.6049523672060781,RandomForestClassifier,"[1950, 3880, 5241]",0.6049523672060781,0.5,0.5833901816597106,0.5943113327227434,0.5257369588894844,0.5305757318689128,0.5450655260991274,0.5885959136204407
0.5690696522161703,LinearDiscriminantAnalysis,"[643, 3067, 5241]",0.5645367598321094,0.5,0.5621813351341124,0.5690696522161703,0.5257201662149511,0.5377049450987605,0.5366500022109235,0.5593340393685774
0.5723229998753863,RandomForestClassifier,"[1826, 2842, 5241]",0.5723229998753863,0.5,0.5462184875723287,0.5666194417066543,0.5117269358391887,0.5329705877367924,0.5287464369534142,0.5626720274125653
0.5894369448705414,RandomForestClassifier,"[2244, 3634, 5241]",0.5894369448705414,0.5,0.5747362808680878,0.578139584556189,0.5288268802835637,0.5351401755618422,0.5353626140804192,0.5803309058399266
0.5658115013550374,RandomForestClassifier,"[1885, 2306, 5241]",0.5658115013550374,0.5,0.5436061677426068,0.5583494919017256,0.5015599240419283,0.5382795538555303,0.5139515193127159,0.5546160019167584
0.5384609875370228,GaussianNB,"[883, 1866, 5241]",0.5195677599336853,0.5,0.5384609875370228,0.5313065743413585,0.500887856114088,0.5374185877904953,0.5008945603853905,0.5232666311243299
0.5518370380086434,RandomForestClassifier,"[1514, 2183, 5241]",0.5518370380086434,0.5,0.5428488994113765,0.5488934494102453,0.4998292534262389,0.5263193362136414,0.507061902855227,0.5460785114937596
0.5581010457272069,RandomForestClassifier,"[1071, 2577, 5241]",0.5581010457272069,0.5,0.5512161027774926,0.5483842442080862,0.5065473362580352,0.5224387740910565,0.5090996685413804,0.5542194207873898
0.5515095802847603,GaussianNB,"[1136, 2299, 5241]",0.5417902367628906,0.5,0.5515095802847603,0.5417123974928415,0.5016470870846719,0.5386329057774317,0.5033510549227352,0.5422799828464284
0.5627143508924404,RandomForestClassifier,"[716, 2694, 5241]",0.5627143508924404,0.5,0.5494110930520459,0.5620119717449734,0.5100907831624528,0.5358781970124643,0.5267969806563032,0.5565201065653075
0.5700101818382711,RandomForestClassifier,"[672, 2823, 5241]",0.5700101818382711,0.5,0.5505905621699567,0.5658797292173446,0.5193629271878132,0.5347398030510714,0.5318986284508092,0.5603991919257671
0.5783656991303588,RandomForestClassifier,"[2092, 3244, 5241]",0.5783656991303588,0.5,0.5657171092613235,0.5689961443648969,0.525867246705295,0.5368901013598355,0.54422006174343,0.5660357083693872
0.5427536102455573,LinearDiscriminantAnalysis,"[1399, 2049, 5241]",0.5355100603465164,0.5,0.538462266275264,0.5427536102455573,0.4992615800031433,0.5377401524808845,0.5029393261713457,0.5415452181145808
0.5651740232018627,GaussianNB,"[952, 3352, 5241]",0.5626480195006003,0.5,0.5651740232018627,0.5634193753477174,0.5203145775031219,0.5316733785990677,0.5312980680927966,0.5570433661290701
0.5474830957040518,RandomForestClassifier,"[3201, 3602, 5241]",0.5474830957040518,0.5,0.5431530076289692,0.5376242124312226,0.5142554622406157,0.5225495082485664,0.5259841240845227,0.5436827279371109
0.5862721624997903,RandomForestClassifier,"[1585, 3836, 5241]",0.5862721624997903,0.5,0.5733419909654917,0.5762544940869927,0.5159744049489768,0.5314525521150164,0.5378098134937594,0.5783520538770257
0.5544281856487856,GaussianNB,"[587, 2201, 5241]",0.5325514902393127,0.5,0.5544281856487856,0.540754894657449,0.49969445675348617,0.5323672553373122,0.503862187526417,0.5449857139252303
0.5674843166676413,LinearDiscriminantAnalysis,"[607, 2656, 5241]",0.5612374400226556,0.5,0.5542105690013349,0.5674843166676413,0.5129242612429931,0.5241676171049281,0.5312062813142087,0.5612766182194433
0.593447610271162,RandomForestClassifier,"[2005, 3443, 5241]",0.593447610271162,0.5,0.575068091122919,0.5808449391716929,0.5276231625530405,0.5410422422629921,0.5394943049401115,0.5689146799667666
0.5686276697744341,RandomForestClassifier,"[2843, 3202, 5241]",0.5686276697744341,0.5,0.5496813860893565,0.5570449275670902,0.5328558913184004,0.5309457695596351,0.5378526635501297,0.5561575670743196
0.5663144943343785,GaussianNB,"[3383, 3986, 5241]",0.5302744252086677,0.5,0.5663144943343785,0.5242859986178021,0.510027562830028,0.5290096024393193,0.5167293198766045,0.5315530381040283
0.5438178537147184,GaussianNB,"[638, 1238, 5241]",0.5051542207381219,0.5,0.5438178537147184,0.5242567250970075,0.5,0.5352740034829344,0.5003172390619206,0.519287679412614
0.5972473680729496,RandomForestClassifier,"[2096, 3735, 5241]",0.5972473680729496,0.5,0.5779118943205582,0.5873695903081707,0.5274761210572663,0.5398425770295162,0.5423379987609456,0.5833527193805044
0.5427958637476967,GaussianNB,"[794, 1785, 5241]",0.5151322043962487,0.5,0.5427958637476967,0.5320466291642169,0.5,0.5311382779190784,0.5009647422276846,0.5249408327464888
0.5522267429600012,GaussianNB,"[3107, 3713, 5241]",0.5456325736458622,0.5,0.5522267429600012,0.5384494544974098,0.512564824559527,0.5352564819779598,0.5238505983604373,0.5462135017440881
0.5322839332506943,GaussianNB,"[3570, 3653, 5241]",0.5310526605408428,0.5,0.5322839332506943,0.5264156716972848,0.5068791404195789,0.5288614791467612,0.5167552034572921,0.5240056017118355
0.5696031455573533,RandomForestClassifier,"[2801, 3044, 5241]",0.5696031455573533,0.5,0.5400022147689512,0.5623311279686871,0.5337207657664148,0.524360526453694,0.541912352528007,0.5534821772656342
0.5595180521106046,RandomForestClassifier,"[1638, 2240, 5241]",0.5595180521106046,0.5,0.5428497490601756,0.5537011304211727,0.5012639502945404,0.5321875365809451,0.5089755801324184,0.5572978974815155
0.5492036483970086,RandomForestClassifier,"[1630, 2020, 5241]",0.5492036483970086,0.5,0.5404750082023857,0.5488427223830665,0.500903760057397,0.5259825017282499,0.5047158551314792,0.5453114252982421
0.5720769667531408,RandomForestClassifier,"[2704, 3016, 5241]",0.5720769667531408,0.5,0.5509421468078329,0.5684021514857115,0.5350133123896935,0.5271754712139941,0.5446963645888812,0.563722611943426
0.593977374637579,RandomForestClassifier,"[1686, 3728, 5241]",0.593977374637579,0.5,0.5695704781309674,0.5780039982385865,0.5117814571711282,0.5345017323270158,0.536234174219641,0.5790211762219064
0.5651878799262713,GaussianNB,"[892, 3351, 5241]",0.5646873455850869,0.5,0.5651878799262713,0.5633007581002146,0.5211356310169187,0.5307892163369193,0.5319319598394004,0.5586160702919274
0.5492820021151428,RandomForestClassifier,"[1409, 2300, 5241]",0.5492820021151428,0.5,0.5435547977954536,0.5475098577370756,0.5011365988150314,0.5382021087992854,0.5078666371295225,0.5422855769393725
